press,'b',1676138134.7704701
release,'b',1676138134.8725424
press,'a',1676138134.9291847
release,'a',1676138135.0253959
press,Key.space,1676138135.0322323
release,Key.space,1676138135.1450455
press,'j',1676138135.6968524
press,'i',1676138135.8091607
release,'j',1676138135.8413877
release,'i',1676138135.9449065
press,Key.space,1676138136.0406125
release,Key.space,1676138136.1695223
press,'b',1676138136.288666
release,'b',1676138136.424917
press,'a',1676138136.457144
release,'a',1676138136.55285
press,Key.esc,1676138140.4659777
release,Key.esc,1676138140.5700424
press,Key.esc,1676138142.4579718
press,Key.esc,1676138142.9570744
press,Key.esc,1676138142.990279
press,Key.esc,1676138143.0230114
press,Key.esc,1676138143.0562153
press,Key.esc,1676138143.0894194
press,Key.esc,1676138143.1221514
press,Key.esc,1676138143.1553555
press,Key.esc,1676138143.1885593
press,Key.esc,1676138143.2212918
press,Key.esc,1676138143.2544959
press,Key.esc,1676138143.2877
press,Key.esc,1676138143.3204322
press,Key.esc,1676138143.353636
press,Key.esc,1676138143.3868403
press,Key.esc,1676138143.419572
press,Key.esc,1676138143.4527762
press,Key.esc,1676138143.4850037
press,Key.esc,1676138143.5182078
press,Key.esc,1676138143.551413
press,Key.esc,1676138143.5841444
press,Key.esc,1676138143.6173484
press,Key.esc,1676138143.6505525
press,Key.esc,1676138143.6837564
press,Key.esc,1676138143.7169604
press,Key.esc,1676138143.7491882
press,Key.esc,1676138143.7823923
press,Key.esc,1676138143.815596
press,Key.esc,1676138143.8488002
press,Key.esc,1676138143.8810277
press,Key.esc,1676138143.9142315
press,Key.esc,1676138143.9474359
press,Key.esc,1676138143.98064
press,Key.esc,1676138144.0148203
press,Key.esc,1676138144.0460713
press,Key.esc,1676138144.0792756
press,Key.esc,1676138144.1124794
press,Key.esc,1676138144.1456838
press,Key.esc,1676138144.1788876
press,Key.esc,1676138144.2111154
press,Key.esc,1676138144.244319
press,Key.esc,1676138144.2775233
press,Key.esc,1676138144.3107271
press,Key.esc,1676138144.3439314
press,Key.esc,1676138144.376159
press,Key.esc,1676138144.409363
press,Key.esc,1676138144.4425669
press,Key.esc,1676138144.4757712
press,Key.esc,1676138144.5079985
press,Key.esc,1676138144.5412028
press,Key.esc,1676138144.5744064
press,Key.esc,1676138144.6076107
press,Key.esc,1676138144.6408145
press,Key.esc,1676138144.6730428
press,Key.esc,1676138144.7062461
press,Key.esc,1676138144.7394505
press,Key.esc,1676138144.7726548
press,Key.esc,1676138144.8058584
press,Key.esc,1676138144.838086
press,Key.esc,1676138144.8712902
press,Key.esc,1676138144.904494
press,Key.esc,1676138144.9376981
press,Key.esc,1676138144.970902
press,Key.esc,1676138145.0041065
press,Key.esc,1676138145.0373116
press,Key.esc,1676138145.070515
press,Key.esc,1676138145.103719
press,Key.esc,1676138145.1364517
press,Key.esc,1676138145.168679
press,Key.esc,1676138145.201883
press,Key.esc,1676138145.2346158
press,Key.esc,1676138145.2673485
press,Key.esc,1676138145.3005526
press,Key.esc,1676138145.3347337
press,Key.esc,1676138145.3679376
press,Key.esc,1676138145.3991883
press,Key.esc,1676138145.4328988
press,Key.esc,1676138145.4651256
press,Key.esc,1676138145.4983299
press,Key.esc,1676138145.5310628
press,Key.esc,1676138145.5642664
press,Key.esc,1676138145.5970016
press,Key.esc,1676138145.6302054
press,Key.esc,1676138145.6634095
press,Key.esc,1676138145.6966133
press,Key.esc,1676138145.7293472
press,Key.esc,1676138145.7625518
press,Key.esc,1676138145.7957551
press,Key.esc,1676138145.8284886
press,Key.esc,1676138145.861693
press,Key.esc,1676138145.8948963
press,Key.esc,1676138145.9276397
press,Key.esc,1676138145.9608338
press,Key.esc,1676138145.993061
press,Key.esc,1676138146.026265
press,Key.esc,1676138146.059469
press,Key.esc,1676138146.0922017
press,Key.esc,1676138146.1254058
press,Key.esc,1676138146.1586099
press,Key.esc,1676138146.191814
press,Key.esc,1676138146.2240415
press,Key.esc,1676138146.2572455
press,Key.esc,1676138146.2904494
press,Key.esc,1676138146.3236537
press,Key.esc,1676138146.3568578
press,Key.esc,1676138146.3890853
press,Key.esc,1676138146.4222894
press,Key.esc,1676138146.4554932
press,Key.esc,1676138146.4886973
press,Key.esc,1676138146.5219016
press,Key.esc,1676138146.5541294
press,Key.esc,1676138146.5873332
press,Key.esc,1676138146.6205368
press,Key.esc,1676138146.6537411
press,Key.esc,1676138146.6869452
press,Key.esc,1676138146.7191727
press,Key.esc,1676138146.7523766
press,Key.esc,1676138146.7855809
press,Key.esc,1676138146.818785
press,Key.esc,1676138146.8510125
press,Key.esc,1676138146.8842163
press,Key.esc,1676138146.9174204
release,Key.esc,1676138146.9457414
press,Key.esc,1676138147.6825962
release,Key.esc,1676138147.8022456
press,Key.esc,1676138147.9384952
release,Key.esc,1676138148.0820866
press,a,1676147921.4912918
press,s,1676147921.4922683
release,a,1676147921.5869975
press,d,1676147921.5879743
release,s,1676147921.6182482
release,d,1676147921.7305562
press,a,1676147921.7315326
press,s,1676147921.7784092
release,a,1676147921.8345802
release,s,1676147921.8502054
press,d,1676147921.851182
release,d,1676147922.0347812
press,Key.space,1676147922.2511115
release,Key.space,1676147922.3463452
press,Key.ctrl_l,1676147922.8908772
release,Key.ctrl_l,1676147923.0666635
press,Key.alt_l,1676147923.418236
release,Key.alt_l,1676147923.5305436
press,Key.enter,1676147924.4031756
release,Key.enter,1676147924.5154834
